"city","lat","lng","country"
"Owego","42.1044","-76.2628","United States"
"Wildwood","38.9877","-74.8188","United States"
"North Fond du Lac","43.8107","-88.4861","United States"
"Portland","42.8696","-84.8990","United States"
"Post","33.1911","-101.3814","United States"
"Crystal Springs","31.9903","-90.3540","United States"
"Flagler Beach","29.4714","-81.1302","United States"
"South Haven","41.5438","-87.1367","United States"
"Colville","48.5454","-117.8986","United States"
"Munroe Falls","41.1386","-81.4344","United States"
"Belvedere","33.5369","-81.9424","United States"
"Gretna","41.1319","-96.2447","United States"
"Milan","41.4416","-90.5595","United States"
"Hutchinson Island South","27.3243","-80.2425","United States"
"White Hall","34.2737","-92.1005","United States"
"St. Clairsville","40.0792","-80.8997","United States"
"Concordia","39.5669","-97.6466","United States"
"Shepherdstown","39.4318","-77.8048","United States"
"Olyphant","41.4507","-75.5753","United States"
"Stafford Springs","41.9595","-72.3105","United States"
"Pascoag","41.9518","-71.7041","United States"
"Wheatley Heights","40.7624","-73.3705","United States"
"Krum","33.2652","-97.2257","United States"
"St. Joseph","40.1141","-88.0355","United States"
"Elmwood","29.9555","-90.1879","United States"
"Wanaka","-44.6980","169.1449","New Zealand"
"Attica","40.2876","-87.2449","United States"
"Port Allen","30.4456","-91.2098","United States"
"Demarest","40.9550","-73.9567","United States"
"Muleshoe","34.2292","-102.7284","United States"
"Carrollton","38.6800","-85.1655","United States"
"La Crescent","43.8299","-91.3042","United States"
"West Salem","43.8989","-91.0882","United States"
"Kings Park","38.8026","-77.2396","United States"
"Cleveland","34.5971","-83.7622","United States"
"Bridgeville","40.3578","-80.1061","United States"
"Brookshire","29.7826","-95.9545","United States"
"Thatcher","32.8320","-109.7595","United States"
"Shanor-Northvue","40.9104","-79.9157","United States"
"Eagleville","40.1604","-75.4090","United States"
"Columbia","37.1037","-85.3073","United States"
"De Soto","38.9687","-94.9549","United States"
"Basehor","39.1342","-94.9324","United States"
"Alexandria","40.2583","-85.6760","United States"
"Centreville","38.5798","-90.1039","United States"
"Bowie","33.5566","-97.8440","United States"
"North Fort Lewis","47.1221","-122.5966","United States"
"Greenfield","39.3535","-83.3884","United States"
"River Ridge","28.2669","-82.6257","United States"
"Town and Country","47.7259","-117.4221","United States"
"Rutherford","40.2696","-76.7678","United States"
"Forbes","-33.3896","148.0200","Australia"
"Creston","49.1000","-116.5167","Canada"
"Berri","-34.2829","140.6000","Australia"
"Cobram","-35.9196","145.6500","Australia"
"Scone","-32.0796","150.8501","Australia"
"Sioux Lookout","50.2630","-91.9166","Canada"
"Tonantins","-2.8727","-67.8019","Brazil"
"Abra Pampa","-22.7167","-65.7000","Argentina"
"Victorica","-36.2163","-65.4500","Argentina"
"Cochrane","49.0670","-81.0166","Canada"
"Cochrane","-47.2663","-72.5499","Chile"
"La Paz","-33.4661","-67.5500","Argentina"
"Liverpool","44.0400","-64.7200","Canada"
"Melville","50.9333","-102.8000","Canada"
"Comandante Fontana","-25.3333","-59.6833","Argentina"
"George Town","19.2804","-81.3300","Cayman Islands"
"Goondiwindi","-28.5548","150.3253","Australia"
"Manjimup","-34.2333","116.1500","Australia"
"Narrogin","-32.9329","117.1666","Australia"
"Pofadder","-29.1329","19.3834","South Africa"
"Smithton","-40.8329","145.1167","Australia"
"Svolvær","68.2333","14.5667","Norway"
"Deer Lake","49.1744","-57.4269","Canada"
"Manica","-18.9696","32.8800","Mozambique"
"San Antonio de los Cobres","-24.1829","-66.3500","Argentina"
"Vergara","-32.9300","-53.9500","Uruguay"
"Proserpine","-20.4162","148.5835","Australia"
"Katanning","-33.6996","117.5501","Australia"
"Jasper","52.8833","-118.0834","Canada"
"Finnsnes","69.2406","18.0086","Norway"
"Sapouy","11.5544","-1.7736","Burkina Faso"
"Perito Moreno","-46.6000","-70.9334","Argentina"
"Ulaan-Uul","44.3337","111.2333","Mongolia"
"Seymour","-37.0342","145.1273","Australia"
"Gaspé","48.8373","-64.4934","Canada"
"Yomou","7.5704","-9.2700","Guinea"
"Vanrhynsdorp","-31.6166","18.7333","South Africa"
"Puerto Deseado","-47.7500","-65.9000","Argentina"
"Kirkenes","69.7250","30.0516","Norway"
"Sebba","13.4364","0.5304","Burkina Faso"
"Turangi","-38.9889","175.8142","New Zealand"
"La Paloma","-34.6700","-54.1700","Uruguay"
"Fort Chipewyan","58.7171","-111.1500","Canada"
"Sinnamary","5.3800","-52.9600","French Guiana"
"Hokitika","-42.7072","171.0100","New Zealand"
"Clare","-33.8329","138.6000","Australia"
"Central Coast","-33.4200","151.3000","Australia"
"Port Douglas","-16.4846","145.4587","Australia"
"Lac La Biche","54.7719","-111.9647","Canada"
"General Conesa","-40.1000","-64.4333","Argentina"
"Renwick","-41.2805","174.0166","New Zealand"
"Pampa del Infierno","-26.5166","-61.1666","Argentina"
"Longreach","-23.4496","144.2500","Australia"
"Nautla","20.2166","-96.7834","Mexico"
"Orocué","4.7946","-71.3400","Colombia"
"Weipa","-12.6666","141.8666","Australia"
"Mangbwalu","1.9504","30.0333","Congo (Kinshasa)"
"Kailu","43.5837","121.2000","China"
"Wallaroo","-33.9329","137.6333","Australia"
"Saint-Georges","3.9105","-51.8100","French Guiana"
"Nuquí","5.6852","-77.2745","Colombia"
"Tom Price","-22.6935","117.7931","Australia"
"Aiguá","-34.2000","-54.7500","Uruguay"
"Baie-du-Poste","50.4171","-73.8666","Canada"
"Gimli","50.6333","-97.0000","Canada"
"Rørvik","64.8680","11.2053","Norway"
"Bordertown","-36.3162","140.7666","Australia"
"Mkokotoni","-5.8790","39.2600","Tanzania"
"Chumbicha","-28.8666","-66.2333","Argentina"
"Athabasca","54.7170","-113.2666","Canada"
"Gobernador Gregores","-48.7666","-70.2500","Argentina"
"Baltasar Brum","-30.7300","-57.3200","Uruguay"
"Donegal","54.6500","-8.1167","Ireland"
"Nelson House","55.8005","-98.8500","Canada"
"Nagqu","31.4800","92.0500","China"
"Puerto Williams","-54.9333","-67.6167","Chile"
"Bourke","-30.1000","145.9333","Australia"
"Rankin Inlet","62.8167","-92.0953","Canada"
"Scottsdale","-41.1495","147.5167","Australia"
"Palopo","-3.0999","120.2363","Indonesia"
"Karungu","-0.8496","34.1500","Kenya"
"Queenstown","-42.0829","145.5500","Australia"
"Juradó","7.1217","-77.7564","Colombia"
"San Julián","-49.3000","-67.7167","Argentina"
"Boffa","10.1850","-14.0430","Guinea"
"Maltahöhe","-24.8400","16.9400","Namibia"
"Port Hardy","50.7171","-127.5000","Canada"
"Roura","4.7300","-52.3300","French Guiana"
"Puerto Villamil","-0.9333","-91.0167","Ecuador"
"Wawa","48.0004","-84.7833","Canada"
"Kaikoura","-42.4012","173.6897","New Zealand"
"Katwe","-0.1296","29.9200","Uganda"
"Charleville","-26.4000","146.2500","Australia"
"Arviat","61.1086","-94.0586","Canada"
"Te Anau","-45.4074","167.7585","New Zealand"
"Yamba","-29.4230","153.3533","Australia"
"Tumby Bay","-34.3829","136.0833","Australia"
"Mount Barker","-34.6328","117.6666","Australia"
"Vila Bela da Santíssima Trindade","-15.0000","-59.9500","Brazil"
"Trancas","-26.2167","-65.2833","Argentina"
"Wagin","-33.2996","117.3500","Australia"
"Baker Lake","64.3170","-96.0167","Canada"
"Alto Río Senguer","-45.0333","-70.8333","Argentina"
"Kalbarri","-27.6662","114.1667","Australia"
"Iracoubo","5.4804","-53.2200","French Guiana"
"Sierra Colorada","-40.5829","-67.8000","Argentina"
"Penola","-37.3830","140.8167","Australia"
"Alexander Bay","-28.6083","16.5033","South Africa"
"San Vicente del Caguán","2.0704","-74.6400","Colombia"
"Ouyen","-35.0662","142.3167","Australia"
"Jaqué","7.5190","-78.1660","Panama"
"Cape Dorset","64.3125","-76.5386","Canada"
"Tarutung","2.0171","98.9667","Indonesia"
"Uummannaq","70.6750","-52.1229","Greenland"
"Lake Louise","51.4337","-116.1833","Canada"
"Las Lajas","-38.5163","-70.3666","Argentina"
"Cloncurry","-20.7000","140.5000","Australia"
"Oatlands","-42.2996","147.3666","Australia"
"Ravensthorpe","-33.5829","120.0333","Australia"
"Susques","-23.4167","-66.4833","Argentina"
"Barcaldine","-23.5662","145.2834","Australia"
"Streaky Bay","-32.8119","134.2149","Australia"
"Repulse Bay","66.5295","-86.2829","Canada"
"Greytown","10.9204","-83.7000","Nicaragua"
"Yélimané","15.1337","-10.5666","Mali"
"Príncipe da Beira","-12.4167","-64.4166","Brazil"
"Tarapoto","-6.5100","-76.4800","Peru"
"Wyndham","-15.3740","128.3601","Australia"
"Rodeo","-30.2156","-69.1400","Argentina"
"Linxi","43.5171","118.0333","China"
"Meekatharra","-26.6000","118.4833","Australia"
"Arctic Bay","73.0333","-85.1666","Canada"
"Fort Good Hope","66.2666","-128.6333","Canada"
"Tinogasta","-28.0666","-67.5666","Argentina"
"Quilpie","-26.6166","144.2500","Australia"
"Gastre","-42.2830","-69.2333","Argentina"
"Telsen","-42.3996","-66.9500","Argentina"
"Schefferville","54.8000","-66.8167","Canada"
"Hughenden","-20.8500","144.2000","Australia"
"Kimmirut","62.8500","-69.8833","Canada"
"Halfmoon Bay","-46.8876","168.1666","New Zealand"
"Lasserre","16.2304","-61.4400","Guadeloupe"
"Morawa","-29.2163","116.0000","Australia"
"Saint Anthony","51.3837","-55.6000","Canada"
"Kingston South East","-36.8328","139.8501","Australia"
"Kraulshavn","74.1210","-57.0674","Greenland"
"Three Springs","-29.5333","115.7500","Australia"
"Sayḩūt","15.2105","51.2454","Yemen"
"Oxford House","54.9504","-95.2666","Canada"
"La Esmeralda","3.1738","-65.5466","Venezuela"
"Progress","49.7504","129.6167","Russia"
"Hödrögö","48.9664","96.7833","Mongolia"
"Al Qurayyāt","31.3333","37.3333","Saudi Arabia"
"Obluch’ye","49.0000","131.0833","Russia"
"Olëkminsk","60.5032","120.3926","Russia"
"Glocester","41.8935","-71.6890","United States"
"Mazoe","-17.5196","30.9700","Zimbabwe"
"Vilyuysk","63.7553","121.6248","Russia"
"Harrison","44.1935","-88.2941","United States"
"Gamba","-2.6500","10.0000","Gabon"
"Newcastle","35.2404","-97.5998","United States"
"Būlaevo","54.9053","70.4400","Kazakhstan"
"Scottsboro","34.6438","-86.0491","United States"
"Ware","42.2806","-72.2843","United States"
"Brewster","41.7463","-70.0676","United States"
"Valley Center","33.2331","-117.0158","United States"
"Qarabalyq","53.7506","62.0502","Kazakhstan"
"Celina","33.3189","-96.7866","United States"
"Pine Ridge","28.9330","-82.4761","United States"
"Olmos","-5.9796","-79.7500","Peru"
"Stuarts Draft","38.0245","-79.0308","United States"
"Pleasant Valley","41.7697","-73.8050","United States"
"Philipstown","41.4188","-73.9152","United States"
"Pokrovsk","61.4934","129.1272","Russia"
"Brandywine","38.6963","-76.8846","United States"
"Glencoe","-46.0947","168.9604","New Zealand"
"Franklin","43.4499","-71.6691","United States"
"Southwick","42.0544","-72.7785","United States"
"Aqadyr","48.2749","72.8599","Kazakhstan"
"Mandritsara","-15.8328","48.8166","Madagascar"
"Bloomfield","36.7398","-107.9733","United States"
"Woodbury","41.5615","-73.2070","United States"
"Hartford","43.6644","-72.3866","United States"
"Sémbé","1.6404","14.5800","Congo (Brazzaville)"
"Vashon","47.4122","-122.4726","United States"
"Grand Rapids","47.2380","-93.5327","United States"
"Burlington","41.7598","-72.9590","United States"
"Biryusinsk","55.9607","97.8144","Russia"
"Dombarovskiy","50.7546","59.5400","Russia"
"Rainbow City","33.9337","-86.0922","United States"
"Hebron","41.6593","-72.3905","United States"
"Igrim","63.1933","64.4194","Russia"
"Hermantown","46.8058","-92.2407","United States"
"Sturbridge","42.1076","-72.0904","United States"
"Newfane","43.2818","-78.6932","United States"
"Townsend","42.6671","-71.7115","United States"
"Marcy","43.1732","-75.2662","United States"
"Putnam","41.9093","-71.8711","United States"
"Portland","41.5988","-72.5890","United States"
"Shira","54.4914","89.9531","Russia"
"Williston","44.4348","-73.0894","United States"
"Claremont","43.3790","-72.3368","United States"
"Pike Road","32.2934","-86.0901","United States"
"Dayton","39.2580","-119.5677","United States"
"Thompson","41.9798","-71.8735","United States"
"Sutton","42.1337","-71.7503","United States"
"Walworth","43.1633","-77.3132","United States"
"Hastings","43.3215","-76.1582","United States"
"Redding","41.3051","-73.3916","United States"
"Ruidoso","33.3648","-105.6432","United States"
"Mendon","42.9859","-77.5479","United States"
"Crawford","41.5685","-74.3168","United States"
"Alexander City","32.9242","-85.9361","United States"
"Ertis","53.3453","75.4499","Kazakhstan"
"San José de Chiquitos","-17.8500","-60.7800","Bolivia"
"Edwards","39.6215","-106.6183","United States"
"Economy","40.6410","-80.1840","United States"
"Freetown","41.7714","-71.0157","United States"
"Ust’-Nera","64.5666","143.2000","Russia"
"Usakos","-21.9995","15.5800","Namibia"
"Challapata","-18.8996","-66.7800","Bolivia"
"Hamlin","43.3213","-77.9135","United States"
"Fort Knox","37.8915","-85.9636","United States"
"Shar","49.6003","81.0549","Kazakhstan"
"Springfield","43.2906","-72.4809","United States"
"Jumlā","29.2500","82.2167","Nepal"
"East Haddam","41.4798","-72.3943","United States"
"St. Marys","41.4574","-78.5343","United States"
"Flowood","32.3359","-90.0802","United States"
"Citrus Springs","28.9931","-82.4595","United States"
"Macedon","43.0792","-77.3095","United States"
"Pittsgrove","39.5404","-75.1291","United States"
"Aguelhok","19.4549","0.8564","Mali"
"Mbamba Bay","-11.2829","34.7666","Tanzania"
"Lake Elmo","44.9944","-92.9031","United States"
"Pasadena Hills","28.2880","-82.2379","United States"
"Qashyr","53.0804","76.0900","Kazakhstan"
"Weare","43.0813","-71.7219","United States"
"Lenox","43.1113","-75.7582","United States"
"Quibala","-10.7296","14.9800","Angola"
"Woodbridge","41.3566","-73.0102","United States"
"Makhambet","47.6714","51.5798","Kazakhstan"
"Hobart","44.4966","-88.1602","United States"
"Zhangaözen","43.3004","52.8000","Kazakhstan"
"Esopus","41.8425","-73.9936","United States"
"Lisbon","44.0265","-70.0900","United States"
"Barrington","43.2139","-71.0424","United States"
"Seneca Falls","42.9136","-76.7904","United States"
"Needles","34.8164","-114.6189","United States"
"Monson","42.0934","-72.3261","United States"
"Incline Village","39.2639","-119.9453","United States"
"New Scotland","42.6047","-73.9413","United States"
"Marrupa","-13.1984","37.4995","Mozambique"
"Topsham","43.9615","-69.9588","United States"
"Asbury Lake","30.0472","-81.7855","United States"
"Oak Grove","45.3409","-93.3264","United States"
"Southside","33.9007","-86.0237","United States"
"Marlborough","41.6338","-73.9903","United States"
"Eufaula","31.9102","-85.1505","United States"
"Douglas","42.0525","-71.7516","United States"
"Newstead","43.0196","-78.5223","United States"
"Al Quway‘īyah","24.0737","45.2806","Saudi Arabia"
"Golden Valley","35.2060","-114.2327","United States"
"Blanchard","35.1523","-97.6612","United States"
"Hooper","41.1598","-112.2870","United States"
"Picture Rocks","32.3274","-111.2558","United States"
"West Point","33.6064","-88.6571","United States"
"Spanish Fort","30.7257","-87.8601","United States"
"Suntar","62.1444","117.6319","Russia"
"Helena Valley West Central","46.6634","-112.0605","United States"
"Barton","42.0812","-76.4982","United States"
"Kalifornsky","60.4417","-151.1972","United States"
"Mansfield","40.0854","-74.7149","United States"
"Park Hills","37.8211","-90.5050","United States"
"Concord","42.5450","-78.7075","United States"
"Aqsū","52.4502","71.9597","Kazakhstan"
"Middlebury","44.0043","-73.1223","United States"
"Lacombe","30.3141","-89.9310","United States"
"Plumsted","40.0468","-74.4852","United States"
"Dover","41.6839","-73.5739","United States"
"Ellicott","42.1330","-79.2361","United States"
"Montesano","47.0102","-123.5858","United States"
"North Elba","44.2394","-73.9969","United States"
"Sand Lake","42.6285","-73.5477","United States"
"Sugarmill Woods","28.7321","-82.4986","United States"
"Rutland","42.3848","-71.9673","United States"
"Achacachi","-16.0833","-68.6666","Bolivia"
"Guntersville","34.3674","-86.2635","United States"
"Vallegrande","-18.4896","-64.1100","Bolivia"
"Erwin","42.1380","-77.1415","United States"
"Skowhegan","44.7554","-69.6657","United States"
"Masindi Port","1.7004","32.0699","Uganda"
"Monahans","31.6289","-103.0404","United States"
"Montague","42.5549","-72.5177","United States"
"Haddam","41.4677","-72.5458","United States"
"Freeport","43.8556","-70.1009","United States"
"Schroeppel","43.2650","-76.2748","United States"
"Somers","42.6411","-87.8919","United States"
"Baxter","46.3426","-94.2794","United States"
"Cortlandville","42.5892","-76.1615","United States"
"Colorado City","36.9774","-112.9830","United States"
"Grantsville","40.6148","-112.4777","United States"
"Hernando","28.9451","-82.3781","United States"
"Olovyannaya","50.9500","115.5666","Russia"
"Bedminster","40.6693","-74.6824","United States"
"Frostproof","27.7494","-81.5252","United States"
"Skidaway Island","31.9372","-81.0449","United States"
"Brooklyn","41.7870","-71.9543","United States"
"Boxford","42.6815","-71.0189","United States"
"Aiquile","-18.1895","-65.1800","Bolivia"
"Fairfield Glade","36.0028","-84.8711","United States"
"Zhänibek","49.4276","46.8772","Kazakhstan"
"Adams","42.6269","-73.1187","United States"
"Qarqaraly","49.4249","75.4649","Kazakhstan"
"Buxton","43.6428","-70.5376","United States"
"Orono","44.9644","-93.5909","United States"
"Dal’negorsk","44.5372","135.5172","Russia"
"Putina","-15.4700","-69.4300","Peru"
"Templeton","42.5686","-72.0736","United States"
"Hopkinton","41.4782","-71.7538","United States"
"Poteau","35.0430","-94.6357","United States"
"Byram","40.9567","-74.7181","United States"
"Boston","42.6528","-78.7555","United States"
"Lake Norman of Catawba","35.5995","-80.9840","United States"
"Qusmuryn","52.4580","64.6000","Kazakhstan"
"Kontcha","7.9670","12.2333","Cameroon"
"Gray","43.8877","-70.3494","United States"
"Oldeani","-3.3496","35.5500","Tanzania"
"Sterling","42.4412","-71.7730","United States"
"Lancaster","42.4817","-71.6808","United States"
"Ellsworth","44.5847","-68.4875","United States"
"Bajram Curri","42.3333","20.0833","Albania"
"Hardyston","41.1206","-74.5598","United States"
"Summit Park","40.7432","-111.5814","United States"
"Keflavík","64.0166","-22.5666","Iceland"
"Hitchcock","29.2945","-95.0250","United States"
"Wyoming","45.3365","-92.9766","United States"
"Dilolo","-10.6996","22.3333","Congo (Kinshasa)"
"Onalaska","30.8209","-95.1110","United States"
"Woodstock","41.9693","-72.0223","United States"
"Deerpark","41.4460","-74.6626","United States"
"Carneys Point","39.6967","-75.4475","United States"
"Greenfield","43.1374","-73.8762","United States"
"Ch’osan-ŭp","40.8255","125.8008","Korea, North"
"Bonner Springs","39.0817","-94.8776","United States"
"Hollis","42.7494","-71.5834","United States"
"Upton","42.1771","-71.6043","United States"
"Moengo","5.6300","-54.4100","Suriname"
"Charlestown","41.3973","-71.6702","United States"
"Laughlin","35.1316","-114.6890","United States"
"Piedmont","35.6784","-97.7528","United States"
"Waterboro","43.5972","-70.7302","United States"
"Big Flats","42.1387","-76.9138","United States"
"Halifax","41.9914","-70.8633","United States"
"Minnetrista","44.9354","-93.7089","United States"
"Kronenwetter","44.8164","-89.5807","United States"
"Kalabo","-14.9896","22.6800","Zambia"
"Topanga","34.0964","-118.6053","United States"
"Orange","42.6066","-72.2931","United States"
"Cumberland","43.7933","-70.2580","United States"
"Bow","43.1308","-71.5307","United States"
"Eden","42.6527","-78.8787","United States"
"Pikeville","37.4807","-82.5262","United States"
"Caribou","46.8662","-67.9919","United States"
"Las Lomitas","-24.6996","-60.6000","Argentina"
"Shelburne","44.3905","-73.2413","United States"
"New Hanover","40.0159","-74.5740","United States"
"Meadow Lakes","61.6380","-149.6080","United States"
"Clarksville","35.4569","-93.4803","United States"
"Middlebury","41.5271","-73.1228","United States"
"Bayghanīn","48.6917","55.8740","Kazakhstan"
"North Hanover","40.0798","-74.5869","United States"
"Williamstown","42.6848","-73.2284","United States"
"Farmington","44.6760","-70.1410","United States"
"Chesterfield","40.1165","-74.6459","United States"
"Bansang","13.4336","-14.6500","Gambia, The"
"Winslow","44.5277","-69.5768","United States"
"Richmond","41.4983","-71.6608","United States"
"Easton","41.2649","-73.3000","United States"
"Mammoth Lakes","37.6273","-118.9900","United States"
"Etowah","35.3061","-82.5902","United States"
"Piñon Hills","34.4438","-117.6214","United States"
"Shirley","42.5725","-71.6471","United States"
"Steele Creek","64.9295","-147.3955","United States"
"Westminster","42.5512","-71.9027","United States"
"Royalton","43.1522","-78.5434","United States"
"Urubamba","-13.3042","-72.1166","Peru"
"Berwick","43.3006","-70.8440","United States"
"West Livingston","30.6957","-95.0097","United States"
"Upper Deerfield","39.4936","-75.2158","United States"
"Purcell","35.0180","-97.3747","United States"
"Kula","20.7706","-156.3284","United States"
"Bryans Road","38.6144","-77.0850","United States"
"Wedgefield","28.4847","-81.0808","United States"
"Old Town","44.9491","-68.7249","United States"
"Old Lyme","41.3200","-72.3034","United States"
"Buena Vista","39.5150","-74.8883","United States"
"Lucas","33.0950","-96.5792","United States"
"Tranqueras","-31.2000","-55.7500","Uruguay"
"Igarka","67.4671","86.5833","Russia"
"Bargersville","39.5412","-86.2004","United States"
"Dighton","41.8360","-71.1552","United States"
"Coeymans","42.4936","-73.8835","United States"
"Haiku-Pauwela","20.9156","-156.3022","United States"
"Coracora","-15.0196","-73.7900","Peru"
"Al ‘Alamayn","30.8171","28.9500","Egypt"
"Neiafu","-18.6496","-173.9833","Tonga"
"Reyes","-14.3096","-67.3700","Bolivia"
"St. Johnsbury","44.4552","-72.0115","United States"
"Stratham","43.0158","-70.9005","United States"
"Susuman","62.7833","148.1668","Russia"
"Sanibel","26.4534","-82.1023","United States"
"South Berwick","43.2388","-70.7478","United States"
"Thousand Palms","33.8150","-116.3545","United States"
"Oroville East","39.4947","-121.4866","United States"
"Luân Châu","21.7400","103.3430","Vietnam"
"As Sallūm","31.5670","25.1500","Egypt"
"Pompey","42.9229","-75.9803","United States"
"Hampden","44.7350","-68.8896","United States"
"Osakarovka","50.5799","72.5699","Kazakhstan"
"St. Gabriel","30.2536","-91.1013","United States"
"Mills River","35.3853","-82.5854","United States"
"Durham","41.4622","-72.6829","United States"
"Busti","42.0459","-79.3120","United States"
"Wawayanda","41.3843","-74.4618","United States"
"Bossembele","5.2670","17.6500","Central African Republic"
"Acton","34.4956","-118.1858","United States"
"Belmont","43.4685","-71.4757","United States"
"Truth or Consequences","33.1864","-107.2589","United States"
"Marianna","30.7943","-85.2260","United States"
"Lebanon","41.6313","-72.2402","United States"
"Fairview","35.9815","-87.1293","United States"
"DeFuniak Springs","30.7122","-86.1208","United States"
"New Albany","34.4909","-89.0201","United States"
"Latimer","30.4972","-88.8607","United States"
"Bestöbe","52.4997","73.0997","Kazakhstan"
"East End","34.5554","-92.3261","United States"
"Swanzey","42.8625","-72.2961","United States"
"Tobyl","52.6980","62.5749","Kazakhstan"
"Okondja","-0.6829","13.7833","Gabon"
"Tuttle","35.3071","-97.7560","United States"
"Wimauma","27.6964","-82.3034","United States"
"Pembroke","43.1803","-71.4500","United States"
"West Bridgewater","42.0214","-71.0267","United States"
"Gilford","43.5581","-71.3850","United States"
"Parry Sound","45.3337","-80.0330","Canada"
"Pedro Luro","-39.4833","-62.6833","Argentina"
"Batesville","34.3147","-89.9249","United States"
"Zambezi","-13.5400","23.1099","Zambia"
"Stow","42.4298","-71.5115","United States"
"Windsor","43.2406","-89.2952","United States"
"Fort Payne","34.4558","-85.6966","United States"
"Quellón","-43.0996","-73.6000","Chile"
"Melekeok","7.4874","134.6265","Palau"
"Joshua Tree","34.1236","-116.3128","United States"
"Clarkson","43.2533","-77.9228","United States"
"Mount Hope","41.4600","-74.5280","United States"
"Peru","44.5820","-73.5560","United States"
"Newbury","42.7706","-70.8747","United States"
"Maurice River","39.3057","-74.9349","United States"
"Kieta","-6.2163","155.6333","Papua New Guinea"
"Archbald","41.5077","-75.5453","United States"
"Page","36.9425","-111.5071","United States"
"Nicoadala","-17.6077","36.8197","Mozambique"
"Westbrook","41.3069","-72.4665","United States"
"Tabernacle","39.8192","-74.6551","United States"
"Oak Ridge","36.1738","-79.9920","United States"
"Great Barrington","42.2110","-73.3416","United States"
"Hanover","42.4922","-79.1253","United States"
"Milo","42.6150","-77.0031","United States"
"Upper Freehold","40.1552","-74.5283","United States"
"Karibib","-21.9390","15.8530","Namibia"
"Zholymbet","51.7502","71.7099","Kazakhstan"
"Sitka","57.2401","-135.3153","United States"
"Sandersville","32.9827","-82.8089","United States"
"Epping","43.0501","-71.0747","United States"
"Millersville","36.3968","-86.7111","United States"
"Moapa Valley","36.6078","-114.4566","United States"
"Farmington","43.3629","-71.0760","United States"
"Hoosick","42.8903","-73.3561","United States"
"Wildwood","28.8014","-82.0058","United States"
"Kirtland","41.5969","-81.3406","United States"
"Williamson","43.2417","-77.1923","United States"
"Khandyga","62.6660","135.6000","Russia"
"New Hartford","41.8442","-73.0055","United States"
"Kishkeneköl","53.6368","72.3414","Kazakhstan"
"Golfito","8.6500","-83.1500","Costa Rica"
"Parkville","39.2004","-94.7222","United States"
"Exeter","41.5658","-71.6307","United States"
"Antigonish","45.6269","-61.9982","Canada"
"Noble","35.1385","-97.3710","United States"
"Hobart","47.4120","-121.9960","United States"
"Meridianville","34.8729","-86.5722","United States"
"Lake Hallie","44.8921","-91.4200","United States"
"Unionville","35.0720","-80.5174","United States"
"Lincoln","42.4266","-71.3086","United States"
"Moores Mill","34.8491","-86.5222","United States"
"Gateway","61.5737","-149.2388","United States"
"Plymouth","43.7437","-71.7224","United States"
"Scriba","43.4599","-76.4186","United States"
"Lincoln","33.5935","-86.1372","United States"
"Makarov","48.6337","142.8000","Russia"
"North Branch","45.5137","-92.9601","United States"
"Dalton","42.4795","-73.1533","United States"
"Brewton","31.1111","-87.0737","United States"
"Hamilton","34.1346","-87.9755","United States"
"Berkley","41.8349","-71.0754","United States"
"Trinity","35.8756","-80.0093","United States"
"Granby","43.2918","-76.4408","United States"
"Ghadāmis","30.1333","9.5000","Libya"
"Porter","43.2517","-78.9720","United States"
"Fairfield","44.6372","-69.6751","United States"
"Awjilah","29.1080","21.2869","Libya"
"Tecumseh","35.2639","-96.9338","United States"
"St. Francis","45.3991","-93.3902","United States"
"Pendleton","43.1015","-78.7664","United States"
"Collins","42.4908","-78.8623","United States"
"Qazaly","45.7628","62.1075","Kazakhstan"
"Duanesburg","42.7799","-74.1805","United States"
"Marble Falls","30.5677","-98.2751","United States"
"Walnut Ridge","36.0852","-90.9462","United States"
"Outjo","-20.1095","16.1400","Namibia"
"Harvard","42.5059","-71.5853","United States"
"Darnestown","39.0960","-77.3033","United States"
"West Point","41.3646","-74.0135","United States"
"Quirihue","-36.2800","-72.5300","Chile"
"Ridgeway","43.2619","-78.3806","United States"
"Calverton","40.9163","-72.7645","United States"
"Pukë","42.0333","19.8833","Albania"
"Sunnyvale","32.7974","-96.5576","United States"
"San Ramón","-13.2896","-64.7100","Bolivia"
"Andalusia","31.3101","-86.4781","United States"
"Fenton","42.2009","-75.8012","United States"
"Cairo","42.2965","-74.0205","United States"
"Lee","43.3257","-75.5175","United States"
"Shamong","39.7781","-74.7272","United States"
"Snowflake","34.5223","-110.0914","United States"
"Medina","45.0326","-93.5834","United States"
"Peterborough","42.8905","-71.9394","United States"
"Killingworth","41.3792","-72.5785","United States"
"Ellenville","41.7009","-74.3609","United States"
"Marlborough","41.6331","-72.4547","United States"
"Melut","10.4337","32.2000","South Sudan"
"Lake Mathews","33.8250","-117.3683","United States"
"Schriever","29.7334","-90.8310","United States"
"Newport","43.3649","-72.2001","United States"
"Lynchburg","35.2846","-86.3587","United States"
"Eliot","43.1488","-70.7860","United States"
"Atmore","31.0927","-87.4763","United States"
"Liberty","30.0470","-94.7908","United States"
"San Carlos","-17.4000","-63.7300","Bolivia"
"San Matías","-16.3600","-58.4200","Bolivia"
"Verkhnevilyuysk","63.4457","120.3167","Russia"
"Meredith","43.6301","-71.5018","United States"
"Granby","42.2608","-72.5036","United States"
"Fort Nelson","58.8167","-122.5330","Canada"
